,landmark
10822,182144
10823,13457
10824,44422
10825,8745
10826,150198
10827,83422
10828,37029
10829,97983
10830,118594
10831,3087
10832,161803
10833,158892
10834,42717
10835,175026
10836,157350
10837,136705
10838,174032
10839,197298
10840,102777
10841,72036
10842,86362
10843,80431
10844,183247
10845,40454
10846,201431
10847,21202
10848,89173
10849,177314
10850,190111
10851,96506
10852,112969
10853,56935
10854,57157
10855,86116
10856,14254
10857,175934
10858,27105
10859,137167
10860,4445
10861,131115
10862,74423
10863,15531
10864,50353
10865,37035
10866,108991
10867,127687
10868,159365
10869,32231
10870,86887
10871,58004
10872,123742
10873,22268
10874,29062
10875,96627
10876,56405
10877,136693
10878,137982
10879,25951
10880,129159
10881,76923
10882,69301
10883,43842
10884,129929
10885,128151
10886,69890
10887,94179
10888,9480
10889,29750
10890,83061
10891,157393
10892,186660
10893,132200
10894,130505
10895,81481
10896,200353
10897,197487
10898,20802
10899,12364
10900,170229
10901,9333
10902,5543
10903,10979
10904,112912
10905,191050
10906,162907
10907,88546
10908,176599
10909,112121
10910,47287
10911,195652
10912,170618
10913,8204
10914,16184
10915,178075
10916,99667
10917,184770
10918,39279
10919,165699
10920,54526
10921,149592
10922,3548
10923,29535
10924,160389
10925,175360
10926,6077
10927,165287
10928,66866
10929,114136
10930,178564
10931,70510
10932,8694
10933,63959
10934,56805
10935,47513
10936,73633
10937,111764
10938,122961
10939,94578
10940,94259
10941,167465
10942,106612
10943,163452
10944,67758
10945,7006
10946,163798
10947,105376
10948,94145
10949,86317
10950,124063
10951,102862
10952,38337
10953,16563
10954,131580
10955,45062
10956,171196
10957,148975
10958,80991
10959,157047
10960,16356
10961,127065
10962,120848
10963,139549
10964,202892
10965,3115
10966,32738
10967,70649
10968,3466
10969,164791
10970,47945
10971,135414
10972,47344
10973,104392
10974,106586
10975,70111
10976,143676
10977,193374
10978,107630
10979,185657
10980,101082
10981,171580
10982,157454
10983,139910
10984,9742
10985,74283
10986,100255
10987,143513
10988,80138
10989,31993
10990,89480
10991,190648
10992,185085
10993,154054
10994,154243
10995,112619
10996,162557
10997,13499
10998,87631
10999,126672
11000,6427
11001,118766
11002,168798
11003,53771
11004,151162
11005,171980
11006,122342
11007,96502
11008,40891
11009,87644
11010,113769
11011,25249
11012,143338
11013,29754
11014,24479
11015,101710
11016,25613
11017,147242
11018,4590
11019,45649
11020,81674
11021,133774
11022,131040
11023,193645
11024,73789
11025,91875
11026,147150
11027,192098
11028,28491
11029,187897
11030,181150
11031,184203
11032,50782
11033,7558
11034,191264
11035,54444
11036,188329
11037,183912
11038,110778
11039,180592
11040,109720
11041,45749
11042,89839
11043,77386
11044,82069
11045,90789
11046,148511
11047,34023
11048,38867
11049,27636
11050,52243
11051,63003
11052,185057
11053,99686
11054,127677
11055,155155
11056,74777
11057,48323
11058,28040
11059,167620
11060,152837
11061,202289
11062,179634
11063,108976
11064,157568
11065,110644
11066,86940
11067,170664
11068,17819
11069,87539
11070,108772
11071,75565
11072,42240
11073,187761
11074,161668
11075,33547
11076,155411
11077,158294
11078,194130
11079,137155
11080,64792
11081,18322
11082,171532
11083,178973
11084,124270
11085,132543
11086,201489
11087,60763
11088,156454
11089,50638
11090,59959
11091,75383
11092,75960
11093,55466
11094,97607
11095,193783
11096,90487
11097,202805
11098,42618
11099,69729
11100,125489
11101,97556
11102,159835
11103,67467
11104,20483
11105,160046
11106,193845
11107,77193
11108,74823
11109,185618
11110,117816
11111,166466
11112,5775
11113,3479
11114,57925
11115,86761
11116,33826
11117,165271
11118,128875
11119,9128
11120,58197
11121,124585
11122,107233
11123,200286
11124,13575
11125,76064
11126,165710
11127,132141
11128,5477
11129,33636
11130,49831
11131,118233
11132,10771
11133,178801
11134,39008
11135,90800
11136,121572
11137,106809
11138,169346
11139,75542
11140,76489
11141,34124
11142,122075
11143,1113
11144,109639
11145,84828
11146,7209
11147,55459
11148,113616
11149,157496
11150,134805
11151,41216
11152,86130
11153,27947
11154,184886
11155,74335
11156,131432
11157,101684
11158,116328
11159,93468
11160,127427
11161,15253
11162,14790
11163,141258
11164,136853
11165,101242
11166,138989
11167,12012
11168,158713
11169,169965
11170,75475
11171,25257
11172,15661
11173,135310
11174,127120
11175,16866
11176,74909
11177,92496
11178,83164
11179,133740
11180,76505
11181,170944
11182,49502
11183,148494
11184,20097
11185,77079
11186,65741
11187,37236
11188,50838
11189,123102
11190,149807
11191,202656
11192,166739
11193,69851
11194,158900
11195,148449
11196,39283
11197,102758
11198,170709
11199,50628
11200,176251
11201,899
11202,79623
11203,173949
11204,34399
11205,199936
11206,17254
11207,49712
11208,20512
11209,125296
11210,23613
11211,120891
11212,114480
11213,138248
11214,47078
11215,167911
11216,92436
11217,184554
11218,90865
11219,182460
11220,176621
11221,121745
11222,111628
11223,34886
11224,162109
11225,54612
11226,12015
11227,184128
11228,181804
11229,31263
11230,150480
11231,28046
11232,1138
11233,55796
11234,196780
11235,82225
11236,175124
11237,27081
11238,93392
11239,34644
11240,163439
11241,147399
11242,109654
11243,167390
11244,44501
11245,83688
11246,117379
11247,65212
11248,141717
11249,180942
11250,186986
11251,57598
11252,34098
11253,20048
11254,102338
11255,178270
11256,140232
11257,23706
11258,23152
11259,138808
11260,13426
11261,201438
11262,32395
11263,159573
11264,19157
11265,76515
11266,17157
11267,83434
11268,136599
11269,172138
11270,82109
11271,70245
11272,200028
11273,6267
11274,198729
11275,72683
11276,201203
11277,87060
11278,27361
11279,104107
11280,56329
11281,32358
11282,65237
11283,6749
11284,118008
11285,149106
11286,57102
11287,179864
11288,19811
11289,135304
11290,56101
11291,44806
11292,92398
11293,151215
11294,180181
11295,34241
11296,142951
11297,163529
11298,121521
11299,20598
11300,48061
11301,155230
11302,56214
11303,76400
11304,182965
11305,2140
11306,152409
11307,64118
11308,157390
11309,141476
11310,164045
11311,183625
11312,89306
11313,192
11314,68932
11315,15114
11316,69029
11317,143387
11318,32547
11319,111608
11320,51524
11321,88862
11322,71531
11323,20179
11324,187742
11325,195437
11326,140013
11327,123517
11328,135239
11329,162346
11330,67409
11331,150324
11332,41290
11333,90599
11334,126282
11335,172210
11336,61009
11337,120768
11338,107232
11339,138631
11340,148421
11341,66458
11342,105983
11343,172920
11344,127199
11345,5689
11346,161013
11347,16541
11348,173781
11349,121768
11350,51410
11351,104110
11352,175087
11353,12373
11354,43487
11355,150985
11356,112640
11357,30738
11358,153212
11359,20522
11360,166831
11361,202007
11362,135379
11363,163710
11364,85001
11365,6071
11366,82668
11367,169605
11368,105153
11369,41870
11370,7314
11371,148580
11372,135587
11373,11177
11374,104300
11375,47173
11376,81070
11377,143001
11378,27584
11379,156540
11380,202489
11381,132802
11382,201041
11383,33257
11384,181036
11385,119715
11386,195589
11387,108956
11388,105227
11389,17380
11390,53231
11391,122173
11392,196482
11393,155413
11394,73968
11395,166703
11396,182164
11397,178984
11398,76030
11399,156216
11400,115995
11401,184217
11402,179166
11403,59233
11404,119509
11405,110060
11406,77732
11407,2609
11408,155818
11409,163382
11410,126617
11411,50585
11412,102604
11413,136941
11414,35924
11415,26615
11416,56653
11417,124502
11418,63337
11419,58715
11420,53119
11421,2640
11422,140983
11423,191752
11424,179857
11425,101799
11426,132413
11427,58368
11428,47070
11429,26024
11430,170981
11431,71645
11432,123596
11433,124149
11434,194177
11435,90175
11436,32483
11437,133720
11438,132546
11439,155606
11440,112944
11441,174896
11442,145627
11443,154504
11444,389
11445,2292
11446,72448
11447,105385
11448,148742
11449,184309
11450,190216
11451,153903
11452,172288
11453,76254
11454,69973
11455,117278
11456,23797
11457,19541
11458,133679
11459,190190
11460,7188
11461,106056
11462,67209
11463,188402
11464,21546
11465,123165
11466,5707
11467,100177
11468,94042
11469,48487
11470,125020
11471,36279
11472,172234
11473,137496
11474,61900
11475,134983
11476,27836
11477,188408
11478,81234
11479,154734
11480,49458
11481,43204
11482,125181
11483,77400
11484,160200
11485,202055
11486,112846
11487,51719
11488,108050
11489,165861
11490,189201
11491,47052
11492,47018
11493,164657
11494,137579
11495,186324
11496,189934
11497,200190
11498,186728
11499,177335
11500,202628
11501,175757
11502,185817
11503,185641
11504,12844
11505,96725
11506,179113
11507,5460
11508,88228
11509,14093
11510,160041
11511,53170
11512,149377
11513,112148
11514,161908
11515,34038
11516,145051
11517,162670
11518,162666
11519,86529
11520,111699
11521,188933
11522,101301
11523,23334
11524,37337
11525,42830
11526,162498
11527,54259
11528,170550
11529,170742
11530,81921
11531,161426
11532,81632
11533,55824
11534,153329
11535,55793
11536,68192
11537,54865
11538,139971
11539,156297
11540,99446
11541,107002
11542,44005
11543,175189
11544,123200
11545,171279
11546,199527
11547,117465
11548,65408
11549,117095
11550,50801
11551,51062
11552,100505
11553,77002
11554,174015
11555,137821
11556,42827
11557,143431
11558,112680
11559,156826
11560,26434
11561,2626
11562,163500
11563,16155
11564,177634
11565,110594
11566,179787
11567,161136
11568,135294
11569,176144
11570,6100
11571,180758
11572,6545
11573,169098
11574,154008
11575,45689
11576,151938
11577,119954
11578,197087
11579,53512
11580,23830
11581,100655
11582,60889
11583,89208
11584,154484
11585,99299
11586,61673
11587,91274
11588,94347
11589,37007
11590,174045
11591,18915
11592,4406
11593,192385
11594,52704
11595,173498
11596,81568
11597,542
11598,56460
11599,150233
11600,58072
11601,117447
11602,75548
11603,154026
11604,84042
11605,72146
11606,128999
11607,33764
11608,46004
11609,49563
11610,191227
11611,79777
11612,76567
11613,151312
11614,63424
11615,3656
11616,38507
11617,31941
11618,147064
11619,188109
11620,168236
11621,88639
11622,12893
11623,114595
11624,155410
11625,175431
11626,193942
11627,130523
11628,53093
11629,10484
11630,28121
11631,148586
11632,148373
11633,183965
11634,19239
11635,9534
11636,1575
11637,16695
11638,160163
11639,64349
11640,71742
11641,52354
11642,36182
11643,183328
11644,140695
11645,171656
11646,184185
11647,35098
11648,45919
11649,43112
11650,66660
11651,157217
11652,110375
11653,16783
11654,186724
11655,130005
11656,134309
11657,74217
11658,79731
11659,96212
11660,67335
11661,181210
11662,61993
11663,133794
11664,53471
11665,202267
11666,90689
11667,124841
11668,95387
11669,81027
11670,31413
11671,106657
11672,16544
11673,23408
11674,86582
11675,16316
11676,136008
11677,94531
11678,70838
11679,120943
11680,48882
11681,35889
11682,74279
11683,5501
11684,134403
11685,31856
11686,180980
11687,182025
11688,70527
11689,163115
11690,179443
11691,192584
11692,63764
11693,89655
11694,108044
11695,50085
11696,167918
11697,179788
11698,76652
11699,192783
11700,70828
11701,115704
11702,66158
11703,68910
11704,187182
11705,121995
11706,146358
11707,44605
11708,2451
11709,49632
11710,5385
11711,107754
11712,188732
11713,127046
11714,108291
11715,186213
11716,32252
11717,5691
11718,26129
11719,20537
11720,32493
11721,154448
11722,168770
11723,189683
11724,45346
11725,192024
11726,157783
11727,37684
11728,58587
11729,28566
11730,13197
11731,127312
11732,127651
11733,10789
11734,178297
11735,85571
11736,151413
11737,200976
11738,114551
11739,24443
11740,145652
11741,186182
11742,153085
11743,50683
11744,42423
11745,136165
11746,17238
11747,3905
11748,142910
11749,56230
11750,36981
11751,172802
11752,56292
11753,163936
11754,200696
11755,47798
11756,91474
11757,70834
11758,32968
11759,127004
11760,52816
11761,103127
11762,39786
11763,146795
11764,188473
11765,115113
11766,18598
11767,84503
11768,133968
11769,158269
11770,31103
11771,125509
11772,73102
11773,39003
11774,191433
11775,36586
11776,13652
11777,85019
11778,125880
11779,23268
11780,189010
11781,41776
11782,160778
11783,170612
11784,119877
11785,5110
11786,179376
11787,82718
11788,71037
11789,138691
11790,13578
11791,70441
11792,68143
11793,198993
11794,199488
11795,77668
11796,40491
11797,5188
11798,84038
11799,42858
11800,188638
11801,108235
11802,131132
11803,27323
11804,44214
11805,12408
11806,189409
11807,188696
11808,72920
11809,118832
11810,160404
11811,28460
11812,139672
11813,109336
11814,160230
11815,106984
11816,176158
11817,179762
11818,130508
11819,89215
11820,180537
11821,194146
11822,102402
11823,77808
11824,139613
11825,64179
11826,55163
11827,71557
11828,70389
11829,164123
11830,110737
11831,73189
11832,23762
11833,177955
11834,144892
11835,82666
11836,200588
11837,137099
11838,174168
11839,79889
11840,158966
11841,103036
11842,89931
11843,132911
11844,47903
11845,172335
11846,19899
11847,56674
11848,39447
11849,128500
11850,187195
11851,57606
11852,71646
11853,63443
11854,199988
11855,34626
11856,200562
11857,29196
11858,2297
11859,50199
11860,180239
11861,185755
11862,42600
11863,115427
11864,151739
11865,83235
11866,113318
11867,61144
11868,3662
11869,92583
11870,199836
11871,143365
11872,67500
11873,112504
11874,139859
11875,64773
11876,87717
11877,104825
11878,174310
11879,120225
11880,120680
11881,200745
11882,169804
11883,120113
11884,22061
11885,153228
11886,16793
11887,41314
11888,87421
11889,198263
11890,100167
11891,136791
11892,138836
11893,31036
11894,48717
11895,40741
11896,73318
11897,47560
11898,147332
11899,182018
11900,28701
11901,75684
11902,183580
11903,108975
11904,25047
11905,79766
11906,164273
11907,78174
11908,26156
11909,53229
11910,48134
11911,166885
11912,31841
11913,117218
11914,44006
11915,98630
11916,107039
11917,47996
11918,46942
11919,153165
11920,3923
11921,120269
11922,189339
11923,854
11924,5485
11925,81525
11926,128684
11927,28131
11928,78602
11929,127588
11930,63063
11931,107404
11932,35470
11933,112690
11934,132184
11935,121455
11936,138819
11937,52833
11938,62384
11939,111510
11940,191013
11941,34701
11942,178332
11943,9438
11944,41263
11945,130277
11946,128556
11947,17121
11948,135694
11949,144677
11950,78493
11951,170235
11952,172387
11953,21199
11954,183599
11955,109785
11956,185633
11957,199807
11958,119120
11959,108472
11960,17476
11961,196238
11962,82317
11963,143335
11964,9588
11965,68616
11966,70514
11967,54340
11968,175494
11969,73526
11970,170764
11971,98693
11972,40385
11973,164989
11974,195297
11975,150743
11976,47421
11977,171626
11978,171130
11979,120521
11980,57436
11981,74903
11982,109868
11983,12180
11984,27488
11985,90358
11986,16156
11987,145904
11988,38636
11989,59638
11990,38564
11991,56348
11992,22868
11993,165657
11994,19488
11995,88878
11996,97015
11997,2421
11998,34121
11999,200000
12000,34130
12001,85409
12002,161519
12003,96059
12004,36016
12005,130662
12006,148071
12007,117094
12008,5829
12009,120541
12010,149959
12011,51612
12012,186404
12013,28773
12014,144574
12015,159925
12016,175961
12017,68982
12018,158753
12019,86660
12020,183398
12021,49644
12022,120554
12023,182889
12024,74054
12025,89026
12026,180773
12027,8682
12028,142513
12029,167973
12030,37417
12031,147376
12032,70235
12033,125483
12034,130455
12035,39478
12036,73018
12037,201134
12038,159300
12039,59541
12040,127609
12041,156981
12042,97238
12043,159771
12044,156004
12045,2215
12046,187886
12047,156911
12048,130874
12049,122853
12050,21870
12051,26266
12052,133866
12053,40001
12054,139732
12055,135395
12056,178472
12057,36675
12058,77203
12059,201504
12060,55474
12061,49240
12062,137005
12063,196383
12064,112173
12065,181535
12066,194805
12067,193765
12068,41262
12069,16507
12070,31725
12071,62388
12072,89249
12073,128818
12074,35380
12075,159371
12076,7766
12077,138826
12078,38508
12079,32807
12080,63117
12081,52290
12082,92475
12083,41548
12084,13282
12085,191943
12086,7668
12087,135210
12088,173780
12089,19095
12090,111926
12091,19032
12092,167943
12093,195429
12094,26433
12095,75914
12096,18048
12097,23803
12098,98857
12099,170104
12100,92959
12101,89863
12102,105115
12103,82730
12104,6238
12105,41403
12106,23469
12107,178972
12108,148187
12109,61928
12110,150831
12111,188649
12112,154342
12113,39534
12114,155149
12115,77491
12116,50267
12117,113590
12118,36607
12119,110475
12120,152418
12121,47880
12122,67757
12123,137560
12124,51017
12125,77369
12126,200108
12127,2607
12128,88073
12129,3051
12130,6120
12131,95770
12132,72263
12133,100100
12134,155148
12135,91798
12136,66721
12137,197409
12138,113598
12139,162290
12140,85232
12141,191652
12142,100438
12143,112987
12144,185432
12145,8647
12146,15869
12147,58492
12148,43759
12149,94449
12150,167438
12151,111024
12152,3074
12153,140228
12154,97075
12155,24983
12156,22849
12157,136940
12158,129790
12159,13973
12160,138132
12161,5393
12162,147357
12163,56519
12164,69175
12165,167631
12166,198386
12167,67286
12168,135677
12169,173798
12170,152065
12171,37665
12172,72997
12173,69861
12174,164739
12175,97407
12176,118735
12177,96243
12178,200688
12179,56931
12180,70889
12181,137778
12182,23094
12183,132808
12184,196318
12185,56307
12186,150193
12187,192093
12188,54743
12189,155510
12190,180450
12191,113010
12192,55424
12193,152181
12194,136964
12195,177399
12196,81519
12197,143463
12198,59113
12199,143909
12200,83700
12201,185401
12202,188083
12203,100028
12204,104047
12205,128835
12206,135663
12207,159206
12208,186082
12209,125430
12210,71692
12211,104406
12212,198970
12213,158669
12214,69306
12215,146622
12216,202955
12217,126565
12218,162315
12219,37691
12220,148051
12221,24958
12222,124238
12223,37518
12224,114697
12225,154424
12226,159148
12227,194796
12228,201662
12229,28592
12230,8656
12231,134538
12232,165739
12233,102330
12234,12711
12235,17824
12236,31306
12237,12244
12238,122715
12239,45512
12240,96492
12241,77623
12242,22288
12243,99021
12244,118103
12245,34312
12246,59672
12247,91146
12248,117668
12249,134316
12250,202004
12251,153689
12252,151844
12253,64397
12254,34182
12255,110313
12256,101219
12257,34807
12258,188521
12259,172843
12260,133415
12261,21837
12262,95081
12263,99157
12264,115472
12265,39292
12266,155423
12267,64200
12268,58642
12269,91484
12270,178884
12271,113319
12272,27364
12273,171458
12274,61450
12275,88202
12276,119304
12277,36134
12278,117797
12279,106847
12280,138097
12281,157110
12282,52196
12283,83199
12284,154122
12285,181764
12286,165771
12287,66662
12288,76549
12289,139980
12290,154693
12291,127101
12292,107349
12293,31329
12294,65460
12295,46060
12296,142657
12297,126326
12298,86552
12299,111016
12300,77288
12301,132203
12302,145389
12303,34749
12304,189011
12305,158043
12306,35234
12307,173445
12308,53000
12309,32123
12310,10252
12311,36209
12312,26136
12313,129635
12314,48315
12315,74984
12316,181508
12317,98335
12318,15363
12319,184566
12320,44467
12321,44591
12322,183004
12323,9477
12324,82613
12325,3741
12326,126599
12327,15783
12328,97868
12329,125520
12330,123322
12331,40687
12332,31846
12333,187983
12334,197410
12335,101575
12336,39300
12337,35083
12338,8430
12339,46699
12340,9054
12341,458
12342,9842
12343,128906
12344,132338
12345,31988
12346,49126
12347,65082
12348,100695
12349,32420
12350,114023
12351,80224
12352,123313
12353,171677
12354,25845
12355,193419
12356,175253
12357,47084
12358,29081
12359,179947
12360,140819
12361,42260
12362,133011
12363,161905
12364,36139
12365,57673
12366,47304
12367,46400
12368,178816
12369,144762
12370,155886
12371,101425
12372,47087
12373,152470
12374,63067
12375,107548
12376,169793
12377,86773
12378,17094
12379,166500
12380,39457
12381,74973
12382,174147
12383,160129
12384,54986
12385,92690
12386,135982
12387,18757
12388,56152
12389,139590
12390,134793
12391,47199
12392,127667
12393,69521
12394,190023
12395,131497
12396,9170
12397,22276
12398,23293
12399,201181
12400,131429
12401,60401
12402,58152
12403,151028
12404,115577
12405,188431
12406,134311
12407,192856
12408,13698
12409,78899
12410,54312
12411,54597
12412,93424
12413,18164
12414,88541
12415,183555
12416,29503
12417,123698
12418,101448
12419,70973
12420,142176
12421,110048
12422,61279
12423,126716
12424,126348
12425,178790
12426,61059
12427,23231
12428,115454
12429,137937
12430,160043
12431,33140
12432,170802
12433,103894
12434,152331
12435,18472
12436,129182
12437,83739
12438,55838
12439,43123
12440,2528
12441,79537
12442,71031
12443,182537
12444,2147
12445,98030
12446,49907
12447,37094
12448,67797
12449,134355
12450,49780
12451,117571
12452,68541
12453,144201
12454,201920
12455,143126
12456,142997
12457,79172
12458,127243
12459,118596
12460,41985
12461,26459
12462,15361
12463,27807
12464,77727
12465,109781
12466,190229
12467,15317
12468,127699
12469,91254
12470,18615
12471,9963
12472,132667
12473,179647
12474,39897
12475,151119
12476,170042
12477,174672
12478,135375
12479,171077
12480,85317
12481,131977
12482,157064
12483,144005
12484,131856
12485,119021
12486,44958
12487,110278
12488,28503
12489,73647
12490,38375
12491,182463
12492,25510
12493,80950
12494,85798
12495,175149
12496,6737
12497,181323
12498,150144
12499,182906
12500,120856
12501,43192
12502,46917
12503,188650
12504,192101
12505,59232
12506,175786
12507,33440
12508,112076
12509,128278
12510,76277
12511,149518
12512,133041
12513,1041
12514,75434
12515,157628
12516,147085
12517,187015
12518,161542
12519,88863
12520,132075
12521,167171
12522,202854
12523,136868
12524,109160
12525,176987
12526,130487
12527,149824
12528,63800
12529,100217
12530,25956
12531,40052
12532,61380
12533,4015
12534,197276
12535,104055
12536,139117
12537,185505
12538,30491
12539,57892
12540,140168
12541,7337
12542,191589
12543,37245
12544,32388
12545,111349
12546,88687
12547,10221
12548,30149
12549,198320
12550,168976
12551,31058
12552,140129
12553,120023
12554,66853
12555,135311
12556,51736
12557,125159
12558,174907
12559,112905
12560,7468
12561,86609
12562,125264
12563,150877
12564,137740
12565,120422
12566,70088
12567,13954
12568,9721
12569,187355
12570,145097
12571,22726
12572,101075
12573,143573
12574,69506
12575,10329
12576,122261
12577,171888
12578,13361
12579,187565
12580,163168
12581,182941
12582,178544
12583,180745
12584,166813
12585,49445
12586,40556
12587,190927
12588,170275
12589,82117
12590,32886
12591,14979
12592,193121
12593,25142
12594,152935
12595,136818
12596,149324
12597,45635
12598,48100
12599,108328
12600,28220
12601,172941
12602,199455
12603,163381
12604,200858
12605,70816
12606,195791
12607,161580
12608,28301
12609,95240
12610,179663
12611,35138
12612,60352
12613,9719
12614,139623
12615,48953
12616,119619
12617,55343
12618,122516
12619,18630
12620,202845
12621,200405
12622,194645
12623,46542
12624,122905
12625,89312
12626,117651
12627,176137
12628,44982
12629,200953
12630,176129
12631,75289
12632,101708
12633,117861
12634,112985
12635,116359
12636,202477
12637,136842
12638,169043
12639,172468
12640,156658
12641,119296
12642,146776
12643,74227
12644,39545
12645,5420
12646,53086
12647,57983
12648,2149
12649,177566
12650,192423
12651,148244
12652,71755
12653,183804
12654,28763
12655,59257
12656,175187
12657,127523
12658,126757
12659,94420
12660,78398
12661,29537
12662,1258
12663,27254
12664,118063
12665,149109
12666,3380
12667,62308
12668,98062
12669,106890
12670,152146
12671,144689
12672,33719
12673,197631
12674,131016
12675,52851
12676,194286
12677,159307
12678,97125
12679,192505
12680,95341
12681,93881
12682,142394
12683,1009
12684,153429
12685,62350
12686,51192
12687,164017
12688,158641
12689,178125
12690,128819
12691,86418
12692,168376
12693,149879
12694,11385
12695,169258
12696,48883
12697,45378
12698,198059
12699,48098
12700,41546
12701,19427
12702,107082
12703,196122
12704,25992
12705,43852
12706,174805
12707,156308
12708,19475
12709,177899
12710,88211
12711,149790
12712,9984
12713,154481
12714,40498
12715,11437
12716,108292
12717,55351
12718,133680
12719,112592
12720,132066
12721,142948
12722,119517
12723,29554
12724,178894
12725,174215
12726,2113
12727,154770
12728,87665
12729,66615
12730,191573
12731,194027
12732,23734
12733,191570
12734,153110
12735,201864
12736,177865
12737,131906
12738,164637
12739,144397
12740,148392
12741,141597
12742,40789
12743,69464
12744,84025
12745,118712
12746,129770
12747,3271
12748,93369
12749,84796
12750,130631
12751,87189
12752,70352
12753,150842
12754,101077
12755,61622
12756,127180
12757,138599
12758,150591
12759,5328
12760,80744
12761,66377
12762,170818
12763,88603
12764,155808
12765,112258
12766,131332
12767,114106
12768,185813
12769,125885
12770,143174
12771,113166
12772,23887
12773,166072
12774,99994
12775,11006
12776,130965
12777,46001
12778,116481
12779,117021
12780,154104
12781,85037
12782,67921
12783,199956
12784,71918
12785,43714
12786,114791
12787,90413
12788,36411
12789,5847
12790,175127
12791,200231
12792,99598
12793,79475
12794,65824
12795,107449
12796,154538
12797,45396
12798,161888
12799,186511
12800,264
12801,16389
12802,18471
12803,60319
12804,126737
12805,184819
12806,16631
12807,1077
12808,115753
12809,176603
12810,78142
12811,186329
12812,145709
12813,169868
12814,152464
12815,148719
12816,66946
12817,50213
12818,53948
12819,156499
12820,11178
12821,127587
12822,196695
12823,5226
12824,23180
12825,134068
12826,191774
12827,80032
12828,4598
12829,175389
12830,106805
12831,83631
12832,30094
12833,109425
12834,144782
12835,192981
12836,21414
12837,168560
12838,140529
12839,12475
12840,106598
12841,136461
12842,22111
12843,202440
12844,156176
12845,30970
12846,67061
12847,43017
12848,172417
12849,184962
12850,127649
12851,2075
12852,171114
12853,160261
12854,60603
12855,119301
12856,185190
12857,20316
12858,185694
12859,29661
12860,1771
12861,50452
12862,117872
12863,36687
12864,22491
12865,201137
12866,90085
12867,136135
12868,97084
12869,95124
12870,52381
12871,130283
12872,76203
12873,97715
12874,5480
12875,110283
12876,83571
12877,132787
12878,100930
12879,36964
12880,154497
12881,110383
12882,121703
12883,81037
12884,144061
12885,14153
12886,59299
12887,68316
12888,109350
12889,147608
12890,56160
12891,130610
12892,46368
12893,77899
12894,27778
12895,57395
12896,101633
12897,29159
12898,42669
12899,55814
12900,27215
12901,70698
12902,4709
12903,110290
12904,76237
12905,23147
12906,117860
12907,169864
12908,3388
12909,116190
12910,118609
12911,191497
12912,155669
12913,155591
12914,86628
12915,99931
12916,175605
12917,73780
12918,76956
12919,51580
12920,143394
12921,68310
12922,89572
12923,90544
12924,47253
12925,178563
12926,100004
12927,30582
12928,110955
12929,17301
12930,59546
12931,361
12932,35288
12933,29506
12934,179043
12935,185214
12936,111964
12937,56790
12938,9846
12939,58294
12940,24442
12941,43728
12942,164609
12943,166650
12944,21013
12945,156601
12946,91019
12947,36243
12948,162220
12949,21209
12950,34879
12951,23166
12952,101073
12953,178899
12954,5917
12955,146605
12956,146264
12957,17655
12958,181309
12959,20759
12960,97058
12961,51100
12962,12365
12963,132549
12964,160709
12965,52456
12966,29516
12967,116037
12968,150986
12969,50159
12970,133576
12971,16430
12972,134728
12973,153273
12974,43792
12975,3927
12976,126069
12977,1433
12978,171308
12979,166757
12980,33943
12981,704
12982,9191
12983,28989
12984,122658
12985,92401
12986,100036
12987,70801
12988,178410
12989,82335
12990,9915
12991,111595
12992,120526
12993,166144
12994,142012
12995,10514
12996,103049
12997,143157
12998,136794
12999,25354
13000,71922
13001,81964
13002,66540
13003,55799
13004,2199
13005,87674
13006,149350
13007,149602
13008,120947
13009,117195
13010,201342
13011,68574
13012,138775
13013,72690
13014,30003
13015,117017
13016,96722
13017,169068
13018,31480
13019,68511
13020,146629
13021,72946
13022,131874
13023,70768
13024,106511
13025,153371
13026,87730
13027,2890
13028,173794
13029,46484
13030,119270
13031,45006
13032,23504
13033,48173
13034,185765
13035,73455
13036,121594
13037,25954
13038,577
13039,16166
13040,195187
13041,129294
13042,41291
13043,165198
13044,85333
13045,56107
13046,75149
13047,132395
13048,31220
13049,68840
13050,25709
13051,3898
13052,35221
13053,120514
13054,131164
13055,154341
13056,179624
13057,125176
13058,25993
13059,18620
13060,202723
13061,114986
13062,46194
13063,150597
13064,14847
13065,30432
13066,464
13067,45551
13068,18796
13069,14610
13070,131012
13071,167553
13072,124928
13073,11354
13074,94236
13075,34567
13076,149771
13077,89721
13078,95960
13079,74539
13080,61048
13081,127139
13082,5822
13083,66941
13084,117425
13085,151839
13086,91445
13087,145351
13088,149554
13089,137885
13090,47461
13091,118367
13092,99495
13093,198824
13094,175541
13095,146545
13096,95591
13097,83690
13098,169148
13099,89891
13100,118979
13101,88472
13102,38630
13103,162127
13104,182508
13105,24148
13106,73474
13107,119254
13108,68057
13109,160343
13110,81432
13111,155956
13112,904
13113,28230
13114,52963
13115,18746
13116,30499
13117,164669
13118,39514
13119,43476
13120,83897
13121,20335
13122,34109
13123,139238
13124,161713
13125,198396
13126,139595
13127,202939
13128,27022
13129,71500
13130,56109
13131,192999
13132,29710
13133,110117
13134,148301
13135,81110
13136,139399
13137,14031
13138,84329
13139,143288
13140,77109
13141,63301
13142,160572
13143,67400
13144,158709
13145,69696
13146,16091
13147,64064
13148,52777
13149,16680
13150,152879
13151,29984
13152,73570
13153,149414
13154,17569
13155,10910
